,xmin,ymin,xmax,ymax,confidence,class,name,x,y,size,frame
0,224.4375,407.953125,342.984375,864.0,0.8671875,0,person,283.7109375,635.9765625,232.5143692006273,0
1,50.09765625,398.0390625,230.34375,904.5,0.85302734375,0,person,140.220703125,651.26953125,302.1383881954392,0
2,668.671875,400.9921875,809.578125,880.875,0.84033203125,0,person,739.125,640.93359375,260.0355505480513,0
3,4.4296875,208.6171875,810.0,799.03125,0.8134765625,5,bus,407.21484375,503.82421875,689.6521158036996,0
4,0.0,561.515625,80.419921875,880.875,0.3046875,0,person,40.2099609375,721.1953125,160.25871579277313,0
